"CODUSU","NRO_HOGAR","COMPONENTE","imp"
"TQRMNOPUYHMOKQCDEGPDJ00708705",1,2,1
"TQRMNOQSVHLLKRCDEGPDJ00778236",1,1,0
"TQRMNOQSVHLLKRCDEGPDJ00778236",1,2,0
"TQRMNOPTRHKLKTCDEGPDJ00789797",1,1,0
"TQRMNOPTRHKLKTCDEGPDJ00789797",1,2,0
"TQRMNOPTSHKLKTCDEGPDJ00789786",1,1,0
"TQRMNOQUVHJOKOCDEGJBF00796637",1,2,0
"TQRMNOSTVHJOKOCDEGJBF00796638",1,2,1
"TQRMNOQQVHLOKNCDEGJBF00716161",1,1,0
"TQRMNOQQVHLOKNCDEGJBF00716161",1,2,0
"TQRMNOQQVHLOKNCDEGJBF00716161",1,8,0
"TQRMNORQXHJOMMCDEFIAH00796671",1,1,1
"TQRMNORQXHJOMMCDEFIAH00796671",1,2,0
